id_venda,data,id_cliente,id_vendedor,produto,valor
1987,2024-02-14,190,7,Teclado,166
1988,2024-04-06,132,16,Cadeira,974
1989,2024-01-23,86,7,Notebook,3632
1990,2024-01-23,18,17,Notebook,3670
1991,2024-06-02,81,4,Teclado,202
1992,2024-05-14,114,12,Mesa,967
1993,2024-03-19,184,13,Monitor,1558
1994,2024-02-13,24,4,Mouse,228
1995,2024-01-27,66,1,Monitor,1639
1996,2024-01-26,141,1,Cadeira,885
1997,2024-04-06,62,7,Mouse,227
1998,2024-02-05,54,9,Teclado,226
1999,2024-04-18,143,1,Teclado,229
2000,2024-02-24,197,16,Mesa,1043
2001,2024-03-09,131,18,Mouse,114
2002,2024-03-01,37,15,Notebook,3467
2003,2024-05-09,37,6,Mouse,168
2004,2024-02-24,131,2,Cadeira,922
2005,2024-05-01,191,9,Notebook,3596
2006,2024-04-06,35,4,Teclado,354
2007,2024-03-20,180,13,Mouse,312
2008,2024-03-27,124,11,Monitor,1517
2009,2024-02-07,156,13,Mesa,932
2010,2024-04-28,18,11,Monitor,1499
2011,2024-03-18,122,19,Mesa,874
2012,2024-06-05,164,8,Cadeira,915
2013,2024-06-02,161,7,Monitor,1692
2014,2024-02-04,192,16,Mouse,190
2015,2024-03-19,154,3,Mouse,292
2016,2024-03-07,48,17,Monitor,1613
2017,2024-03-27,168,18,Mouse,137
2018,2024-06-05,17,15,Cadeira,805
2019,2024-02-03,168,17,Notebook,3488
2020,2024-04-06,135,11,Cadeira,812
2021,2024-06-17,57,5,Mesa,977
2022,2024-06-17,8,16,Cadeira,884
2023,2024-05-30,128,15,Mesa,971
2024,2024-03-11,117,10,Mouse,316
2025,2024-01-03,56,14,Notebook,3635
2026,2024-02-27,126,2,Mouse,277
2027,2024-02-01,159,16,Teclado,208
2028,2024-01-31,59,19,Mouse,117
2029,2024-03-22,58,8,Mesa,982
2030,2024-02-12,140,15,Mouse,308
2031,2024-05-14,176,10,Mouse,284
2032,2024-04-14,159,5,Notebook,3485
2033,2024-01-01,108,20,Mouse,293
2034,2024-03-01,191,16,Notebook,3537
2035,2024-01-14,74,12,Monitor,1474
2036,2024-06-28,167,13,Teclado,322
2037,2024-01-06,148,9,Notebook,3669
2038,2024-04-12,101,17,Mesa,868
2039,2024-01-10,48,20,Monitor,1584
2040,2024-03-11,71,12,Notebook,3685
2041,2024-03-30,116,5,Notebook,3635
2042,2024-06-06,182,12,Teclado,382
2043,2024-05-28,122,1,Mesa,1058
2044,2024-05-05,78,20,Cadeira,815
2045,2024-04-06,199,16,Cadeira,829
2046,2024-03-14,29,12,Notebook,3616
2047,2024-04-24,93,9,Mouse,194
2048,2024-06-18,73,13,Mesa,995
2049,2024-02-20,100,17,Monitor,1552
2050,2024-02-25,176,17,Mouse,198
2051,2024-02-10,74,4,Mouse,260
2052,2024-02-01,184,14,Mesa,980
2053,2024-01-15,95,19,Notebook,3576
2054,2024-03-02,17,7,Notebook,3470
2055,2024-06-03,137,3,Notebook,3575
2056,2024-01-28,97,1,Notebook,3573
2057,2024-03-04,162,12,Cadeira,907
2058,2024-05-09,173,15,Notebook,3460
2059,2024-05-06,9,11,Cadeira,771
2060,2024-02-05,135,10,Cadeira,860
2061,2024-04-23,144,2,Notebook,3574
2062,2024-01-13,19,4,Teclado,206
2063,2024-01-15,134,17,Monitor,1538
2064,2024-03-29,114,17,Mouse,200
2065,2024-01-22,139,8,Cadeira,907
2066,2024-03-14,125,14,Mesa,1065
2067,2024-01-25,61,4,Mesa,977
2068,2024-04-10,42,6,Monitor,1494
2069,2024-06-24,13,19,Mesa,885
2070,2024-06-19,140,4,Teclado,236
2071,2024-04-26,85,3,Mesa,967
2072,2024-06-14,20,20,Mouse,141
2073,2024-02-10,50,6,Mouse,261
2074,2024-06-21,164,7,Cadeira,931
2075,2024-03-28,92,14,Notebook,3517
2076,2024-06-16,88,12,Teclado,327
2077,2024-04-19,69,16,Cadeira,852
2078,2024-04-29,37,20,Teclado,384
2079,2024-04-06,140,8,Notebook,3608
2080,2024-05-24,99,2,Mesa,878
2081,2024-02-26,125,13,Mesa,1036
2082,2024-05-09,168,8,Notebook,3613
2083,2024-04-05,54,20,Cadeira,954
2084,2024-04-30,130,16,Notebook,3554
2085,2024-03-02,178,4,Monitor,1522
2086,2024-05-16,41,16,Mouse,188
2087,2024-03-08,45,20,Cadeira,834
2088,2024-03-21,103,6,Teclado,392
2089,2024-01-17,106,4,Monitor,1644
2090,2024-04-26,137,16,Cadeira,838
2091,2024-02-19,190,13,Notebook,3538
2092,2024-04-21,128,5,Notebook,3525
2093,2024-04-03,86,15,Notebook,3670
2094,2024-06-16,47,8,Notebook,3588
2095,2024-03-25,5,7,Teclado,265
2096,2024-05-28,1,14,Monitor,1588
2097,2024-05-25,44,7,Mesa,1090
2098,2024-06-05,150,7,Mouse,223
2099,2024-05-31,38,18,Teclado,202
2100,2024-03-14,19,10,Teclado,291
2101,2024-04-18,159,18,Mesa,913
2102,2024-05-24,115,14,Mesa,1057
2103,2024-01-18,195,10,Mouse,317
2104,2024-02-11,87,7,Mouse,207
2105,2024-04-10,170,7,Mesa,880
2106,2024-02-14,123,7,Notebook,3672
2107,2024-03-22,82,5,Teclado,185
2108,2024-01-17,154,1,Cadeira,759
2109,2024-03-13,141,14,Mouse,95
2110,2024-01-14,58,18,Mouse,89
2111,2024-06-25,146,13,Mesa,974
2112,2024-06-05,67,8,Monitor,1493
2113,2024-05-11,122,8,Cadeira,811
2114,2024-03-22,87,10,Cadeira,950
2115,2024-05-27,131,17,Mouse,148
2116,2024-04-29,55,6,Notebook,3458
2117,2024-04-29,89,15,Monitor,1520
2118,2024-02-16,58,15,Cadeira,839
2119,2024-04-16,63,16,Mouse,93
2120,2024-04-17,91,8,Cadeira,889
2121,2024-01-09,52,19,Monitor,1509
2122,2024-03-19,126,20,Monitor,1533
2123,2024-06-03,24,15,Teclado,269
2124,2024-01-15,72,3,Mesa,927
2125,2024-01-19,9,6,Mesa,1063
2126,2024-03-30,110,8,Mouse,85
2127,2024-06-28,165,16,Monitor,1478
2128,2024-01-26,94,15,Teclado,309
2129,2024-06-02,117,13,Teclado,360
2130,2024-06-02,83,20,Cadeira,868
2131,2024-06-22,181,15,Cadeira,784
2132,2024-04-01,80,18,Teclado,192
2133,2024-06-25,152,13,Cadeira,845
2134,2024-03-22,149,8,Monitor,1568
2135,2024-05-10,100,14,Notebook,3502
2136,2024-02-11,40,11,Monitor,1469
2137,2024-01-19,103,6,Teclado,264
2138,2024-01-17,62,1,Teclado,381
2139,2024-06-09,198,2,Monitor,1661
2140,2024-03-16,69,13,Cadeira,757
2141,2024-06-25,142,1,Cadeira,871
2142,2024-03-03,109,4,Mesa,1076
2143,2024-05-10,170,2,Teclado,191
2144,2024-04-16,178,20,Mouse,146
2145,2024-02-18,189,16,Mesa,1082
2146,2024-02-24,4,3,Cadeira,819
2147,2024-06-02,72,17,Monitor,1560
2148,2024-04-08,17,5,Cadeira,765
2149,2024-02-21,114,8,Monitor,1518
2150,2024-04-09,85,12,Mesa,902
2151,2024-04-26,57,12,Teclado,322
2152,2024-04-27,107,1,Cadeira,928
2153,2024-01-07,48,1,Monitor,1675
2154,2024-02-15,172,15,Teclado,155
2155,2024-02-15,173,17,Mouse,192
2156,2024-04-09,117,2,Monitor,1482
2157,2024-05-23,161,17,Mesa,1056
2158,2024-05-31,31,20,Mouse,84
2159,2024-02-23,112,9,Mouse,83
2160,2024-03-02,47,12,Notebook,3616
2161,2024-05-08,134,4,Cadeira,812
2162,2024-02-18,108,13,Monitor,1454
2163,2024-01-25,72,4,Mouse,313
2164,2024-01-10,71,7,Notebook,3570
2165,2024-04-27,162,14,Mesa,939
2166,2024-05-23,108,9,Teclado,389
2167,2024-06-05,53,1,Monitor,1658
2168,2024-04-01,142,1,Mouse,176
2169,2024-05-13,16,20,Cadeira,988
2170,2024-05-23,171,4,Notebook,3629
2171,2024-05-27,116,1,Mouse,85
2172,2024-03-20,73,10,Cadeira,848
2173,2024-03-11,74,2,Mouse,235
2174,2024-03-18,81,15,Monitor,1502
2175,2024-02-12,12,3,Monitor,1664
2176,2024-06-02,128,9,Monitor,1526
2177,2024-03-30,70,17,Mesa,1074
2178,2024-03-18,147,13,Mesa,942
2179,2024-06-09,41,3,Notebook,3630
2180,2024-01-26,181,4,Monitor,1623
2181,2024-04-30,157,4,Cadeira,847
2182,2024-02-14,198,11,Mouse,167
2183,2024-03-03,59,7,Teclado,368
2184,2024-06-28,89,11,Cadeira,892
2185,2024-03-08,192,11,Mesa,908
2186,2024-06-02,24,10,Mesa,1027
2187,2024-01-02,144,5,Cadeira,886
2188,2024-05-21,180,13,Mesa,875
2189,2024-04-17,80,12,Monitor,1452
2190,2024-01-30,134,10,Notebook,3549
2191,2024-02-18,165,7,Mouse,116
2192,2024-05-19,132,19,Notebook,3454
2193,2024-02-13,92,19,Mouse,131
2194,2024-06-09,166,19,Mouse,281
2195,2024-01-13,169,12,Notebook,3533
2196,2024-03-18,92,20,Cadeira,882
2197,2024-05-05,81,15,Mouse,207
2198,2024-04-07,142,5,Notebook,3529
2199,2024-01-26,71,14,Mouse,132
2200,2024-05-28,179,12,Teclado,174
2201,2024-06-04,65,11,Cadeira,793
2202,2024-02-17,52,5,Monitor,1602
2203,2024-06-16,30,16,Mouse,227
2204,2024-03-06,185,18,Teclado,163
2205,2024-03-27,99,12,Monitor,1535
2206,2024-03-19,158,5,Monitor,1620
2207,2024-01-23,98,16,Mouse,225
2208,2024-03-21,42,12,Notebook,3671
2209,2024-02-17,139,2,Mouse,88
2210,2024-05-03,27,6,Teclado,251
2211,2024-05-09,152,4,Monitor,1619
2212,2024-03-24,167,13,Mouse,89
2213,2024-01-20,72,10,Notebook,3676
2214,2024-02-15,18,17,Mouse,283
2215,2024-05-10,77,14,Cadeira,828
2216,2024-01-12,45,15,Notebook,3588
2217,2024-02-09,115,8,Teclado,331
2218,2024-03-06,87,18,Monitor,1547
2219,2024-04-09,140,3,Mouse,190
2220,2024-03-18,177,17,Notebook,3601
2221,2024-01-16,159,7,Cadeira,947
2222,2024-03-23,92,13,Notebook,3466
2223,2024-06-10,22,16,Mesa,1005
2224,2024-02-13,172,5,Cadeira,799
2225,2024-05-13,92,4,Teclado,372
2226,2024-04-09,192,10,Monitor,1677
2227,2024-01-22,77,13,Teclado,332
2228,2024-01-18,25,10,Mouse,270
2229,2024-01-12,108,14,Notebook,3459
2230,2024-06-28,179,12,Mesa,998
2231,2024-05-02,135,1,Cadeira,807
2232,2024-04-26,109,20,Cadeira,911
2233,2024-02-20,134,20,Notebook,3544
2234,2024-03-11,24,7,Mesa,1070
2235,2024-02-17,19,9,Notebook,3556
2236,2024-01-19,83,8,Mouse,240
2237,2024-01-06,115,13,Teclado,288
2238,2024-03-24,9,14,Cadeira,782
2239,2024-06-03,112,12,Mouse,255
2240,2024-02-22,164,8,Teclado,195
2241,2024-04-16,102,18,Mouse,258
2242,2024-04-10,168,16,Mesa,1039
2243,2024-02-17,152,11,Cadeira,878
2244,2024-05-14,48,16,Notebook,3598
2245,2024-03-09,191,14,Notebook,3511
2246,2024-01-11,69,3,Teclado,341
2247,2024-05-22,181,2,Monitor,1536
2248,2024-05-10,182,3,Mesa,1098
2249,2024-05-01,170,4,Teclado,222
2250,2024-03-09,119,5,Monitor,1633
2251,2024-01-23,45,10,Mouse,70
2252,2024-02-06,125,20,Mesa,870
2253,2024-01-09,14,2,Mouse,91
2254,2024-01-15,157,12,Cadeira,931
2255,2024-05-10,134,5,Mesa,853
2256,2024-04-02,135,5,Monitor,1514
2257,2024-01-17,37,1,Cadeira,928
2258,2024-06-02,53,4,Notebook,3651
2259,2024-05-28,18,12,Monitor,1512
2260,2024-03-12,38,12,Teclado,292
2261,2024-05-28,187,16,Notebook,3693
2262,2024-04-30,129,17,Notebook,3485
2263,2024-01-11,196,10,Teclado,178
2264,2024-06-14,44,17,Mesa,1029
2265,2024-03-12,47,17,Notebook,3623
2266,2024-04-15,35,18,Monitor,1518
2267,2024-05-04,60,2,Cadeira,906
2268,2024-02-04,90,4,Notebook,3560
2269,2024-04-28,52,19,Monitor,1624
2270,2024-01-14,8,11,Mouse,288
2271,2024-01-14,107,17,Monitor,1602
2272,2024-01-10,169,12,Cadeira,957
2273,2024-05-19,131,2,Monitor,1593
2274,2024-02-07,197,6,Teclado,249
2275,2024-04-17,142,9,Cadeira,966
2276,2024-04-28,96,5,Mesa,890
2277,2024-02-03,26,20,Mouse,262
2278,2024-06-17,111,9,Teclado,346
2279,2024-01-10,198,8,Mesa,1082
2280,2024-05-01,123,20,Monitor,1597
2281,2024-05-24,186,8,Cadeira,946
2282,2024-05-24,168,6,Mouse,233
2283,2024-04-24,51,3,Teclado,370
2284,2024-01-01,123,5,Mesa,1089
2285,2024-01-12,5,9,Mesa,1075
2286,2024-04-12,77,7,Mouse,255
2287,2024-01-04,160,4,Monitor,1497
2288,2024-06-18,1,7,Mouse,279
2289,2024-05-20,182,5,Mesa,979
2290,2024-04-07,11,11,Notebook,3657
2291,2024-04-15,181,15,Teclado,306
2292,2024-03-25,8,2,Mouse,294
2293,2024-04-30,153,13,Mesa,993
2294,2024-05-11,168,16,Monitor,1612
2295,2024-03-22,32,7,Mesa,960
2296,2024-01-19,28,8,Monitor,1511
2297,2024-05-09,131,6,Mouse,176
2298,2024-01-12,128,7,Monitor,1555
2299,2024-03-21,62,18,Cadeira,958
2300,2024-03-14,27,20,Cadeira,881
2301,2024-04-07,45,7,Cadeira,862
2302,2024-01-06,105,3,Notebook,3517
2303,2024-05-15,92,5,Mouse,248
2304,2024-05-04,25,1,Mesa,938
2305,2024-02-20,189,15,Mesa,1010
2306,2024-01-11,44,3,Notebook,3527
2307,2024-05-06,174,8,Monitor,1601
2308,2024-05-19,142,9,Notebook,3524
2309,2024-03-13,136,15,Monitor,1474
2310,2024-01-02,176,10,Monitor,1605
2311,2024-01-08,142,2,Teclado,156
2312,2024-05-18,193,20,Mesa,962
2313,2024-05-03,80,5,Cadeira,785
2314,2024-02-22,82,19,Monitor,1459
2315,2024-01-10,135,13,Teclado,262
2316,2024-04-21,88,11,Mesa,885
2317,2024-01-08,177,1,Cadeira,972
2318,2024-02-05,127,15,Monitor,1660
2319,2024-04-15,55,18,Monitor,1467
2320,2024-01-14,141,16,Notebook,3690
2321,2024-03-26,184,9,Notebook,3583
2322,2024-05-28,56,1,Mesa,1069
2323,2024-02-19,15,11,Cadeira,884
2324,2024-06-15,185,9,Monitor,1551
2325,2024-01-20,58,11,Mesa,1098
2326,2024-03-27,163,13,Mesa,989
2327,2024-05-14,88,2,Mouse,238
2328,2024-05-16,97,14,Notebook,3691
2329,2024-05-08,144,6,Cadeira,940
2330,2024-06-02,8,8,Monitor,1675
2331,2024-06-14,173,18,Mesa,874
2332,2024-02-07,40,16,Monitor,1658
2333,2024-02-13,182,12,Mouse,250
2334,2024-03-26,14,11,Cadeira,782
2335,2024-02-13,187,6,Mesa,936
2336,2024-03-14,53,3,Monitor,1522
2337,2024-04-28,127,14,Notebook,3455
2338,2024-05-01,155,2,Mouse,259
2339,2024-05-13,175,11,Cadeira,943
2340,2024-05-24,80,3,Mouse,299
2341,2024-02-20,115,18,Notebook,3586
2342,2024-02-07,134,1,Cadeira,816
2343,2024-05-31,55,1,Mouse,213
2344,2024-02-20,44,12,Teclado,366
2345,2024-01-10,18,15,Notebook,3665
2346,2024-04-29,16,5,Notebook,3688
2347,2024-05-28,12,6,Notebook,3542
2348,2024-03-10,148,16,Teclado,257
2349,2024-03-25,45,12,Teclado,332
2350,2024-02-26,192,12,Monitor,1617
2351,2024-05-05,187,3,Mesa,875
2352,2024-02-08,93,2,Mouse,107
2353,2024-02-02,22,7,Monitor,1612
2354,2024-01-18,97,2,Mouse,284
2355,2024-02-26,47,7,Mesa,1045
2356,2024-04-05,29,11,Teclado,336
2357,2024-02-17,45,11,Mesa,1083
2358,2024-02-11,77,14,Teclado,291
2359,2024-01-27,9,3,Mesa,1094
2360,2024-03-14,24,14,Monitor,1697
2361,2024-04-19,15,11,Cadeira,924
2362,2024-06-28,164,4,Monitor,1552
2363,2024-06-18,13,17,Mouse,268
2364,2024-02-01,91,16,Monitor,1649
2365,2024-01-26,172,3,Notebook,3491
2366,2024-01-25,101,10,Mouse,248
2367,2024-03-15,71,15,Mesa,996
2368,2024-01-23,200,8,Mouse,135
2369,2024-02-26,122,18,Cadeira,924
2370,2024-06-28,76,3,Teclado,342
2371,2024-05-05,164,7,Mesa,891
2372,2024-03-27,116,10,Mouse,107
2373,2024-01-31,61,20,Mesa,1095
2374,2024-03-04,168,9,Mesa,990
2375,2024-02-02,126,14,Mesa,955
2376,2024-01-02,155,14,Teclado,321
2377,2024-01-18,1,11,Monitor,1601
2378,2024-06-23,162,1,Mesa,945
2379,2024-06-09,68,4,Notebook,3607
2380,2024-03-24,88,6,Cadeira,819
2381,2024-02-04,21,5,Teclado,187
2382,2024-06-27,161,3,Mouse,166
2383,2024-04-23,135,2,Teclado,257
2384,2024-05-25,193,3,Mouse,188
2385,2024-04-19,3,9,Teclado,300
2386,2024-03-28,51,19,Mouse,143
2387,2024-03-12,79,19,Mesa,906
2388,2024-05-04,95,17,Monitor,1559
2389,2024-01-30,182,18,Mouse,148
2390,2024-06-20,123,11,Mouse,220
2391,2024-02-22,187,12,Notebook,3697
2392,2024-05-17,6,3,Mouse,105
2393,2024-03-27,157,18,Notebook,3506
2394,2024-06-28,17,6,Cadeira,878
2395,2024-06-25,117,7,Mesa,1049
2396,2024-05-18,60,1,Notebook,3452
2397,2024-06-12,150,6,Monitor,1463
2398,2024-06-09,152,18,Mesa,1058
2399,2024-06-23,125,13,Notebook,3483
2400,2024-01-13,81,19,Mesa,1088
2401,2024-02-09,85,7,Mesa,919
2402,2024-03-29,51,19,Mesa,918
2403,2024-03-08,178,9,Cadeira,987
2404,2024-02-11,139,3,Monitor,1628
2405,2024-05-26,184,12,Teclado,382
2406,2024-04-03,71,20,Teclado,253
2407,2024-01-19,170,18,Notebook,3478
2408,2024-01-23,39,8,Mesa,1076
2409,2024-02-23,69,9,Notebook,3659
2410,2024-03-05,48,13,Cadeira,981
2411,2024-05-19,125,8,Cadeira,797
2412,2024-01-24,57,10,Mouse,163
2413,2024-02-03,21,17,Cadeira,828
2414,2024-02-22,82,7,Mouse,186
2415,2024-05-15,99,17,Monitor,1656
2416,2024-01-18,148,18,Notebook,3593
2417,2024-02-26,15,2,Monitor,1634
2418,2024-04-21,69,3,Cadeira,974
2419,2024-01-05,179,19,Monitor,1587
2420,2024-06-02,76,1,Monitor,1596
2421,2024-06-06,62,10,Monitor,1678
2422,2024-01-13,119,14,Cadeira,991
2423,2024-03-23,37,13,Mesa,916
2424,2024-01-29,134,9,Monitor,1613
2425,2024-01-03,199,6,Mouse,201
2426,2024-03-30,26,6,Cadeira,824
2427,2024-04-13,8,19,Monitor,1682
2428,2024-05-02,4,10,Mesa,1010
2429,2024-03-16,21,3,Cadeira,777
2430,2024-05-09,159,18,Teclado,373
2431,2024-04-17,149,19,Mesa,970
2432,2024-06-04,25,5,Mouse,277
2433,2024-03-22,143,11,Monitor,1458
2434,2024-03-17,163,10,Teclado,352
2435,2024-01-02,177,17,Teclado,283
2436,2024-05-06,43,4,Cadeira,872
2437,2024-05-14,169,18,Teclado,198
2438,2024-01-26,37,18,Mouse,160
2439,2024-03-28,185,1,Mouse,194
2440,2024-01-16,42,14,Notebook,3525
2441,2024-05-30,175,8,Mouse,219
2442,2024-06-16,92,2,Mesa,953
2443,2024-03-13,61,19,Teclado,325
2444,2024-02-01,142,15,Mouse,298
2445,2024-01-15,68,2,Cadeira,898
2446,2024-05-20,53,4,Notebook,3482
2447,2024-01-05,84,1,Teclado,358
2448,2024-03-14,34,19,Notebook,3633
2449,2024-02-21,76,10,Teclado,306
2450,2024-03-17,97,1,Cadeira,802
2451,2024-06-17,152,20,Notebook,3489
2452,2024-04-19,148,15,Monitor,1651
2453,2024-06-26,197,4,Mesa,867
2454,2024-05-22,30,7,Mesa,1024
2455,2024-04-15,88,7,Teclado,393
2456,2024-05-06,7,18,Monitor,1462
2457,2024-01-07,36,13,Notebook,3604
2458,2024-02-09,38,10,Monitor,1639
2459,2024-06-04,52,8,Monitor,1523
2460,2024-06-08,143,10,Notebook,3545
2461,2024-04-08,174,14,Cadeira,854
2462,2024-05-22,151,14,Monitor,1622
2463,2024-03-25,140,20,Monitor,1580
2464,2024-03-05,172,11,Cadeira,899
2465,2024-05-11,143,6,Monitor,1604
2466,2024-01-11,93,1,Monitor,1632
2467,2024-04-17,107,19,Monitor,1516
2468,2024-01-26,126,7,Mesa,882
2469,2024-06-13,49,18,Mouse,71
2470,2024-05-30,21,3,Cadeira,824
2471,2024-03-25,15,20,Monitor,1623
2472,2024-06-16,14,11,Mesa,923
2473,2024-05-30,42,5,Cadeira,980
2474,2024-05-02,15,19,Teclado,396
2475,2024-05-23,63,2,Teclado,310
2476,2024-03-08,196,4,Monitor,1635
2477,2024-04-13,27,10,Mesa,984
2478,2024-03-20,93,2,Mesa,992
2479,2024-06-07,105,8,Cadeira,775
2480,2024-02-22,53,1,Cadeira,888
2481,2024-04-15,52,6,Mesa,977
2482,2024-06-01,63,11,Cadeira,915
2483,2024-02-13,181,10,Mesa,876
2484,2024-05-19,57,13,Mouse,315
2485,2024-03-30,120,1,Mesa,1080
2486,2024-04-10,52,2,Teclado,284
2487,2024-04-06,107,3,Cadeira,878
2488,2024-01-09,43,9,Mesa,1051
2489,2024-01-12,135,5,Mesa,870
2490,2024-03-09,117,10,Cadeira,828
2491,2024-01-28,170,10,Mouse,227
2492,2024-02-25,4,12,Mouse,163
2493,2024-04-08,197,18,Cadeira,757
2494,2024-04-19,133,1,Notebook,3665
2495,2024-03-17,80,3,Cadeira,832
2496,2024-04-12,41,5,Cadeira,752
2497,2024-04-15,132,17,Mouse,124
2498,2024-04-18,2,8,Mouse,212
2499,2024-04-21,195,17,Cadeira,785
2500,2024-02-27,149,9,Cadeira,755
2501,2024-03-18,198,6,Cadeira,870
2502,2024-03-15,43,17,Mouse,111
2503,2024-02-11,82,8,Cadeira,799
2504,2024-06-14,108,7,Cadeira,861
2505,2024-03-08,197,7,Monitor,1595
2506,2024-02-02,137,15,Notebook,3679
2507,2024-03-11,156,7,Teclado,360
2508,2024-02-25,26,8,Notebook,3690
2509,2024-04-14,82,9,Monitor,1499
2510,2024-04-10,83,15,Teclado,179
2511,2024-02-20,131,2,Cadeira,954
2512,2024-03-14,73,7,Monitor,1488
2513,2024-06-19,100,15,Cadeira,865
2514,2024-04-30,49,18,Mouse,209
2515,2024-05-22,145,18,Mesa,1075
2516,2024-06-14,63,10,Monitor,1508
2517,2024-05-22,55,18,Mouse,145
2518,2024-01-05,151,1,Monitor,1621
2519,2024-03-23,34,7,Monitor,1665
2520,2024-02-20,105,3,Mouse,201
2521,2024-01-10,105,14,Teclado,313
2522,2024-05-19,69,12,Notebook,3691
2523,2024-01-04,15,14,Cadeira,797
2524,2024-04-04,175,4,Monitor,1591
2525,2024-05-25,3,13,Cadeira,830
2526,2024-03-20,156,16,Mesa,898
2527,2024-02-05,3,16,Mouse,136
2528,2024-01-25,102,5,Cadeira,979
2529,2024-04-07,4,20,Mouse,284
2530,2024-06-12,88,6,Cadeira,826
2531,2024-04-10,159,6,Notebook,3586
2532,2024-01-09,45,18,Notebook,3470
2533,2024-03-01,187,6,Notebook,3554
2534,2024-02-22,45,7,Notebook,3521
2535,2024-05-25,75,16,Notebook,3658
2536,2024-06-19,165,9,Notebook,3465
2537,2024-06-11,193,13,Mouse,213
2538,2024-03-03,9,12,Monitor,1477
2539,2024-04-30,145,19,Cadeira,928
2540,2024-04-14,118,1,Notebook,3633
2541,2024-01-04,65,8,Mouse,149
2542,2024-04-02,131,4,Mouse,126
2543,2024-06-17,26,19,Mouse,179
2544,2024-06-21,181,5,Monitor,1501
2545,2024-06-26,159,17,Cadeira,923
2546,2024-01-28,26,3,Monitor,1655
2547,2024-06-18,23,19,Teclado,387
2548,2024-03-20,30,1,Mouse,305
2549,2024-03-16,10,1,Teclado,315
2550,2024-04-25,72,20,Mesa,933
2551,2024-03-09,64,9,Notebook,3686
2552,2024-04-07,150,5,Notebook,3497
2553,2024-01-01,143,7,Monitor,1576
2554,2024-06-15,123,6,Cadeira,918
2555,2024-04-05,105,17,Teclado,247
2556,2024-01-17,184,17,Cadeira,867
2557,2024-04-21,74,13,Monitor,1636
2558,2024-03-31,148,12,Notebook,3542
2559,2024-03-28,105,4,Cadeira,816
2560,2024-06-11,47,8,Cadeira,823
2561,2024-06-22,87,5,Notebook,3533
2562,2024-06-18,53,5,Teclado,343
2563,2024-06-15,181,13,Notebook,3604
2564,2024-03-30,129,11,Cadeira,909
2565,2024-02-18,2,8,Teclado,333
2566,2024-02-07,58,8,Teclado,159
2567,2024-05-30,147,1,Notebook,3617
2568,2024-05-29,190,13,Cadeira,894
2569,2024-05-11,72,5,Monitor,1635
2570,2024-06-25,140,8,Cadeira,867
2571,2024-02-28,154,17,Mouse,166
2572,2024-03-08,27,13,Mesa,855
2573,2024-05-09,29,9,Monitor,1616
2574,2024-02-18,15,2,Teclado,388
2575,2024-05-05,174,19,Monitor,1467
2576,2024-06-07,129,20,Teclado,350
2577,2024-04-20,60,17,Teclado,221
2578,2024-06-16,107,7,Monitor,1538
2579,2024-02-17,185,3,Teclado,372
2580,2024-02-20,3,19,Teclado,191
2581,2024-02-12,115,19,Mouse,73
2582,2024-04-07,146,9,Cadeira,769
2583,2024-06-25,52,10,Cadeira,777
2584,2024-05-03,60,14,Mesa,1017
2585,2024-03-20,34,18,Mesa,1042
2586,2024-04-20,96,15,Mouse,173
2587,2024-05-22,89,1,Mesa,1096
2588,2024-01-27,60,6,Monitor,1493
2589,2024-06-06,154,15,Notebook,3472
2590,2024-06-12,200,6,Notebook,3634
2591,2024-04-22,19,18,Notebook,3496
2592,2024-03-26,111,1,Mouse,82
2593,2024-04-23,22,3,Mouse,213
2594,2024-05-03,161,17,Teclado,367
2595,2024-02-18,166,16,Notebook,3632
2596,2024-03-16,128,8,Monitor,1544
2597,2024-02-24,35,17,Mesa,1091
2598,2024-02-25,107,8,Monitor,1642
2599,2024-04-04,128,17,Mesa,1058
2600,2024-02-13,195,9,Notebook,3465
2601,2024-06-07,83,12,Notebook,3568
2602,2024-03-27,138,19,Notebook,3614
2603,2024-03-24,143,4,Mouse,249
2604,2024-05-30,139,11,Mesa,966
2605,2024-06-04,111,4,Mouse,79
2606,2024-01-16,90,14,Mouse,191
2607,2024-06-13,24,14,Cadeira,787
2608,2024-05-28,77,6,Monitor,1493
2609,2024-05-24,101,17,Monitor,1544
2610,2024-02-06,132,2,Teclado,223
2611,2024-03-17,13,8,Mouse,251
2612,2024-05-26,185,4,Mesa,962
2613,2024-06-06,98,10,Cadeira,975
2614,2024-02-14,120,7,Cadeira,800
2615,2024-05-25,37,4,Monitor,1501
2616,2024-03-02,48,16,Mouse,267
2617,2024-06-12,199,14,Teclado,241
2618,2024-04-09,1,16,Mouse,289
2619,2024-02-21,60,9,Notebook,3508
2620,2024-01-19,140,4,Mouse,82
2621,2024-04-18,149,6,Notebook,3618
2622,2024-02-13,139,1,Notebook,3461
2623,2024-01-07,44,7,Teclado,199
2624,2024-06-20,115,1,Mesa,1081
2625,2024-04-26,186,19,Monitor,1506
2626,2024-03-08,108,8,Mouse,247
2627,2024-02-03,44,3,Notebook,3698
2628,2024-03-09,78,1,Mouse,188
2629,2024-02-24,162,1,Mesa,906
2630,2024-01-10,25,7,Monitor,1631
2631,2024-02-11,132,13,Mesa,1043
2632,2024-02-10,192,1,Monitor,1457
2633,2024-05-01,116,16,Cadeira,855
